"id","perfil","etiqueta","tipo","canal","nota","cc","osc","destino","salida","modo","min","max","argumento","formula","escenas"
"vvvv.scene","MIDI SEQ PLAYER.v4p","Escena — canal 10 / notas 0–71","note","10","0..71","","","scene.goto","action","trigger","","","","",""
"vvvv.video.0.clip","MIDI SEQ PLAYER.v4p","Franja 1 — secuencia","note","13","0","","","players.0.clip","control","velocity","0","68","","floor(velocity / 127 × 68) % 68",""
"vvvv.video.0.gate","MIDI SEQ PLAYER.v4p","Franja 1 — video","note","13","0","","","mix.stripes.0.video","control","gate","","","","",""
"vvvv.milky.0.preset","MIDI SEQ PLAYER.v4p","Franja 1 — preset Milky","note","13","6","","","milky.stripes.0.preset","control","velocity","0","3","","floor(velocity / 127 × 3)",""
"vvvv.milky.0.gate","MIDI SEQ PLAYER.v4p","Franja 1 — Milky","note","13","6","","","mix.stripes.0.milky","control","gate","","","","",""
"vvvv.blocks.0","MIDI SEQ PLAYER.v4p","Bloque 1","note","7","1","","","graphics.blocks.0","control","gate","","","","",""
"vvvv.video.1.clip","MIDI SEQ PLAYER.v4p","Franja 2 — secuencia","note","13","1","","","players.1.clip","control","velocity","0","68","","floor(velocity / 127 × 68) % 68",""
"vvvv.video.1.gate","MIDI SEQ PLAYER.v4p","Franja 2 — video","note","13","1","","","mix.stripes.1.video","control","gate","","","","",""
"vvvv.milky.1.preset","MIDI SEQ PLAYER.v4p","Franja 2 — preset Milky","note","13","7","","","milky.stripes.1.preset","control","velocity","0","3","","floor(velocity / 127 × 3)",""
"vvvv.milky.1.gate","MIDI SEQ PLAYER.v4p","Franja 2 — Milky","note","13","7","","","mix.stripes.1.milky","control","gate","","","","",""
"vvvv.blocks.1","MIDI SEQ PLAYER.v4p","Bloque 2","note","7","2","","","graphics.blocks.1","control","gate","","","","",""
"vvvv.video.2.clip","MIDI SEQ PLAYER.v4p","Franja 3 — secuencia","note","13","2","","","players.2.clip","control","velocity","0","68","","floor(velocity / 127 × 68) % 68",""
"vvvv.video.2.gate","MIDI SEQ PLAYER.v4p","Franja 3 — video","note","13","2","","","mix.stripes.2.video","control","gate","","","","",""
"vvvv.milky.2.preset","MIDI SEQ PLAYER.v4p","Franja 3 — preset Milky","note","13","8","","","milky.stripes.2.preset","control","velocity","0","3","","floor(velocity / 127 × 3)",""
"vvvv.milky.2.gate","MIDI SEQ PLAYER.v4p","Franja 3 — Milky","note","13","8","","","mix.stripes.2.milky","control","gate","","","","",""
"vvvv.blocks.2","MIDI SEQ PLAYER.v4p","Bloque 3","note","7","3","","","graphics.blocks.2","control","gate","","","","",""
"vvvv.video.3.clip","MIDI SEQ PLAYER.v4p","Franja 4 — secuencia","note","13","3","","","players.3.clip","control","velocity","0","68","","floor(velocity / 127 × 68) % 68",""
"vvvv.video.3.gate","MIDI SEQ PLAYER.v4p","Franja 4 — video","note","13","3","","","mix.stripes.3.video","control","gate","","","","",""
"vvvv.milky.3.preset","MIDI SEQ PLAYER.v4p","Franja 4 — preset Milky","note","13","9","","","milky.stripes.3.preset","control","velocity","0","3","","floor(velocity / 127 × 3)",""
"vvvv.milky.3.gate","MIDI SEQ PLAYER.v4p","Franja 4 — Milky","note","13","9","","","mix.stripes.3.milky","control","gate","","","","",""
"vvvv.blocks.3","MIDI SEQ PLAYER.v4p","Bloque 4","note","7","4","","","graphics.blocks.3","control","gate","","","","",""
"vvvv.video.4.clip","MIDI SEQ PLAYER.v4p","Franja 5 — secuencia","note","13","4","","","players.4.clip","control","velocity","0","68","","floor(velocity / 127 × 68) % 68",""
"vvvv.video.4.gate","MIDI SEQ PLAYER.v4p","Franja 5 — video","note","13","4","","","mix.stripes.4.video","control","gate","","","","",""
"vvvv.milky.4.preset","MIDI SEQ PLAYER.v4p","Franja 5 — preset Milky","note","13","10","","","milky.stripes.4.preset","control","velocity","0","3","","floor(velocity / 127 × 3)",""
"vvvv.milky.4.gate","MIDI SEQ PLAYER.v4p","Franja 5 — Milky","note","13","10","","","mix.stripes.4.milky","control","gate","","","","",""
"vvvv.blocks.4","MIDI SEQ PLAYER.v4p","Bloque 5","note","7","5","","","graphics.blocks.4","control","gate","","","","",""
"vvvv.video.5.clip","MIDI SEQ PLAYER.v4p","Franja 6 — secuencia","note","13","5","","","players.5.clip","control","velocity","0","68","","floor(velocity / 127 × 68) % 68",""
"vvvv.video.5.gate","MIDI SEQ PLAYER.v4p","Franja 6 — video","note","13","5","","","mix.stripes.5.video","control","gate","","","","",""
"vvvv.milky.5.preset","MIDI SEQ PLAYER.v4p","Franja 6 — preset Milky","note","13","11","","","milky.stripes.5.preset","control","velocity","0","3","","floor(velocity / 127 × 3)",""
"vvvv.milky.5.gate","MIDI SEQ PLAYER.v4p","Franja 6 — Milky","note","13","11","","","mix.stripes.5.milky","control","gate","","","","",""
"vvvv.blocks.5","MIDI SEQ PLAYER.v4p","Bloque 6","note","7","6","","","graphics.blocks.5","control","gate","","","","",""
"vvvv.full.clip","MIDI SEQ PLAYER.v4p","Video completo — secuencia","note","13","12","","","player.full.clip","control","velocity","0","68","","floor(velocity / 127 × 68) % 68",""
"vvvv.full.video","MIDI SEQ PLAYER.v4p","Video completo — visible","note","13","12","","","mix.fullVideo","control","gate","","","","",""
"vvvv.full.milky.preset","MIDI SEQ PLAYER.v4p","Milky completo — preset","note","13","13","","","milky.full.preset","control","velocity","0","4","","",""
"vvvv.full.milky.gate","MIDI SEQ PLAYER.v4p","Milky completo — visible","note","13","13","","","mix.fullMilky","control","gate","","","","",""
"vvvv.button","MIDI SEQ PLAYER.v4p","BOTON — mantener","note","1","0","","","final.button","control","gate","","","","",""
"vvvv.kick1","MIDI SEQ PLAYER.v4p","Kick1","note","1","0","","","kick1","action","trigger","","","","",""
"vvvv.kick.all","MIDI SEQ PLAYER.v4p","Kick all — flanco del OR","note","1","36|41|48|50","","","kick","action","trigger","","","","",""
"vvvv.kick.warp","MIDI SEQ PLAYER.v4p","Kick WARP — OR sostenido","note","1","48|50","","","events.kickWarp","control","gate","","","","",""
"vvvv.snare.held","MIDI SEQ PLAYER.v4p","Snare all — OR sostenido","note","1","37|42","","","events.snareHeld","control","gate","","","","",""
"vvvv.snare.edge","MIDI SEQ PLAYER.v4p","Snare — notificación del primer flanco","note","1","37|42","","","snare","action","trigger","","","","",""
"vvvv.percussion","MIDI SEQ PLAYER.v4p","Perc any","note","2","36..53","","","percussion","action","trigger","","","","",""
"vvvv.ink","MIDI SEQ PLAYER.v4p","INK","note","7","0","","","ink.trigger","action","trigger","","","","",""
"vvvv.osc.fx1","player maximus.v4p → osc send.v4p","OSC /fx1","osc","","","","/fx1","final.fx1","control","set","","","","Numeric argument passed directly, without normalization or clamp.",""
"vvvv.osc.fx2","player maximus.v4p → osc send.v4p","OSC /fx2","osc","","","","/fx2","final.fx2","control","set","","","","Numeric argument passed directly, without normalization or clamp.",""
"vvvv.osc.fx4","player maximus.v4p → osc send.v4p","OSC /fx4","osc","","","","/fx4","final.fx4","control","set","","","","Numeric argument passed directly, without normalization or clamp.",""
"web.cc.composition.fullMilky.blend","parte2-public-v1","Control público · Mezcla","cc","11","","0","","composition.fullMilky.blend","control","range","0","1","","CC / 127 → registry enum bins",""
"web.cc.composition.fullMilky.brightness","parte2-public-v1","Control público · Brillo","cc","11","","1","","composition.fullMilky.brightness","control","range","0","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.enabled","parte2-public-v1","Control público · Activo","cc","11","","2","","composition.fullMilky.enabled","control","range","0","1","","CC >= 64",""
"web.cc.composition.fullMilky.height","parte2-public-v1","Control público · Alto","cc","11","","3","","composition.fullMilky.height","control","range","0.01","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.rotation","parte2-public-v1","Control público · Rotación","cc","11","","4","","composition.fullMilky.rotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.uvRotation","parte2-public-v1","Control público · Rotación de textura","cc","11","","5","","composition.fullMilky.uvRotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.uvScaleX","parte2-public-v1","Control público · Escala de textura X","cc","11","","6","","composition.fullMilky.uvScaleX","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.uvScaleY","parte2-public-v1","Control público · Escala de textura Y","cc","11","","7","","composition.fullMilky.uvScaleY","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.uvX","parte2-public-v1","Control público · Recorte de textura X","cc","11","","8","","composition.fullMilky.uvX","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.uvY","parte2-public-v1","Control público · Recorte de textura Y","cc","11","","9","","composition.fullMilky.uvY","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.width","parte2-public-v1","Control público · Ancho","cc","11","","10","","composition.fullMilky.width","control","range","0.01","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.wrap","parte2-public-v1","Control público · Repetir textura","cc","11","","11","","composition.fullMilky.wrap","control","range","0","1","","CC >= 64",""
"web.cc.composition.fullMilky.x","parte2-public-v1","Control público · Posición X","cc","11","","12","","composition.fullMilky.x","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullMilky.y","parte2-public-v1","Control público · Posición Y","cc","11","","13","","composition.fullMilky.y","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.blend","parte2-public-v1","Control público · Mezcla","cc","11","","14","","composition.fullVideo.blend","control","range","0","1","","CC / 127 → registry enum bins",""
"web.cc.composition.fullVideo.brightness","parte2-public-v1","Control público · Brillo","cc","11","","15","","composition.fullVideo.brightness","control","range","0","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.enabled","parte2-public-v1","Control público · Activo","cc","11","","16","","composition.fullVideo.enabled","control","range","0","1","","CC >= 64",""
"web.cc.composition.fullVideo.height","parte2-public-v1","Control público · Alto","cc","11","","17","","composition.fullVideo.height","control","range","0.01","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.rotation","parte2-public-v1","Control público · Rotación","cc","11","","18","","composition.fullVideo.rotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.uvRotation","parte2-public-v1","Control público · Rotación de textura","cc","11","","19","","composition.fullVideo.uvRotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.uvScaleX","parte2-public-v1","Control público · Escala de textura X","cc","11","","20","","composition.fullVideo.uvScaleX","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.uvScaleY","parte2-public-v1","Control público · Escala de textura Y","cc","11","","21","","composition.fullVideo.uvScaleY","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.uvX","parte2-public-v1","Control público · Recorte de textura X","cc","11","","22","","composition.fullVideo.uvX","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.uvY","parte2-public-v1","Control público · Recorte de textura Y","cc","11","","23","","composition.fullVideo.uvY","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.width","parte2-public-v1","Control público · Ancho","cc","11","","24","","composition.fullVideo.width","control","range","0.01","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.wrap","parte2-public-v1","Control público · Repetir textura","cc","11","","25","","composition.fullVideo.wrap","control","range","0","1","","CC >= 64",""
"web.cc.composition.fullVideo.x","parte2-public-v1","Control público · Posición X","cc","11","","26","","composition.fullVideo.x","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.fullVideo.y","parte2-public-v1","Control público · Posición Y","cc","11","","27","","composition.fullVideo.y","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.blend","parte2-public-v1","Control público · Mezcla","cc","11","","28","","composition.ink.blend","control","range","0","1","","CC / 127 → registry enum bins",""
"web.cc.composition.ink.brightness","parte2-public-v1","Control público · Brillo","cc","11","","29","","composition.ink.brightness","control","range","0","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.height","parte2-public-v1","Control público · Alto","cc","11","","30","","composition.ink.height","control","range","0.01","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.rotation","parte2-public-v1","Control público · Rotación","cc","11","","31","","composition.ink.rotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.uvRotation","parte2-public-v1","Control público · Rotación de textura","cc","11","","32","","composition.ink.uvRotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.uvScaleX","parte2-public-v1","Control público · Escala de textura X","cc","11","","33","","composition.ink.uvScaleX","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.uvScaleY","parte2-public-v1","Control público · Escala de textura Y","cc","11","","34","","composition.ink.uvScaleY","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.uvX","parte2-public-v1","Control público · Recorte de textura X","cc","11","","35","","composition.ink.uvX","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.uvY","parte2-public-v1","Control público · Recorte de textura Y","cc","11","","36","","composition.ink.uvY","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.width","parte2-public-v1","Control público · Ancho","cc","11","","37","","composition.ink.width","control","range","0.01","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.wrap","parte2-public-v1","Control público · Repetir textura","cc","11","","38","","composition.ink.wrap","control","range","0","1","","CC >= 64",""
"web.cc.composition.ink.x","parte2-public-v1","Control público · Posición X","cc","11","","39","","composition.ink.x","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.ink.y","parte2-public-v1","Control público · Posición Y","cc","11","","40","","composition.ink.y","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.blend","parte2-public-v1","Control público · Mezcla","cc","11","","41","","composition.overlay.blend","control","range","0","1","","CC / 127 → registry enum bins",""
"web.cc.composition.overlay.brightness","parte2-public-v1","Control público · Brillo","cc","11","","42","","composition.overlay.brightness","control","range","0","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.enabled","parte2-public-v1","Control público · Activo","cc","11","","43","","composition.overlay.enabled","control","range","0","1","","CC >= 64",""
"web.cc.composition.overlay.height","parte2-public-v1","Control público · Alto","cc","11","","44","","composition.overlay.height","control","range","0.01","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.opacity","parte2-public-v1","Control público · Opacidad","cc","11","","45","","composition.overlay.opacity","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.rotation","parte2-public-v1","Control público · Rotación","cc","11","","46","","composition.overlay.rotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.uvRotation","parte2-public-v1","Control público · Rotación de textura","cc","11","","47","","composition.overlay.uvRotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.uvScaleX","parte2-public-v1","Control público · Escala de textura X","cc","11","","48","","composition.overlay.uvScaleX","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.uvScaleY","parte2-public-v1","Control público · Escala de textura Y","cc","11","","49","","composition.overlay.uvScaleY","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.uvX","parte2-public-v1","Control público · Recorte de textura X","cc","11","","50","","composition.overlay.uvX","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.uvY","parte2-public-v1","Control público · Recorte de textura Y","cc","11","","51","","composition.overlay.uvY","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.width","parte2-public-v1","Control público · Ancho","cc","11","","52","","composition.overlay.width","control","range","0.01","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.wrap","parte2-public-v1","Control público · Repetir textura","cc","11","","53","","composition.overlay.wrap","control","range","0","1","","CC >= 64",""
"web.cc.composition.overlay.x","parte2-public-v1","Control público · Posición X","cc","11","","54","","composition.overlay.x","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.overlay.y","parte2-public-v1","Control público · Posición Y","cc","11","","55","","composition.overlay.y","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.blend","parte2-public-v1","Control público · Mezcla","cc","11","","56","","composition.stripes.blend","control","range","0","1","","CC / 127 → registry enum bins",""
"web.cc.composition.stripes.enabled","parte2-public-v1","Control público · Franjas activas","cc","11","","57","","composition.stripes.enabled","control","range","0","1","","CC >= 64",""
"web.cc.composition.stripes.flips.0","parte2-public-v1","Control público · Espejo Milky 1","cc","11","","58","","composition.stripes.flips.0","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.flips.1","parte2-public-v1","Control público · Espejo Milky 2","cc","11","","59","","composition.stripes.flips.1","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.flips.2","parte2-public-v1","Control público · Espejo Milky 3","cc","11","","60","","composition.stripes.flips.2","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.flips.3","parte2-public-v1","Control público · Espejo Milky 4","cc","11","","61","","composition.stripes.flips.3","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.flips.4","parte2-public-v1","Control público · Espejo Milky 5","cc","11","","62","","composition.stripes.flips.4","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.flips.5","parte2-public-v1","Control público · Espejo Milky 6","cc","11","","63","","composition.stripes.flips.5","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.height","parte2-public-v1","Control público · Alto de las franjas","cc","11","","64","","composition.stripes.height","control","range","0.01","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.milkyBrightness","parte2-public-v1","Control público · Brillo de Milky","cc","11","","65","","composition.stripes.milkyBrightness","control","range","0","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.rotation","parte2-public-v1","Control público · Rotación de las franjas","cc","11","","66","","composition.stripes.rotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.rotations.0","parte2-public-v1","Control público · Rotación Milky 1","cc","11","","67","","composition.stripes.rotations.0","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.rotations.1","parte2-public-v1","Control público · Rotación Milky 2","cc","11","","68","","composition.stripes.rotations.1","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.rotations.2","parte2-public-v1","Control público · Rotación Milky 3","cc","11","","69","","composition.stripes.rotations.2","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.rotations.3","parte2-public-v1","Control público · Rotación Milky 4","cc","11","","70","","composition.stripes.rotations.3","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.rotations.4","parte2-public-v1","Control público · Rotación Milky 5","cc","11","","71","","composition.stripes.rotations.4","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.rotations.5","parte2-public-v1","Control público · Rotación Milky 6","cc","11","","72","","composition.stripes.rotations.5","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.stripWidth","parte2-public-v1","Control público · Ancho por franja","cc","11","","73","","composition.stripes.stripWidth","control","range","0.01","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.uvRotation","parte2-public-v1","Control público · Rotación de videos","cc","11","","74","","composition.stripes.uvRotation","control","range","-0.5","0.5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.uvScaleX","parte2-public-v1","Control público · Escala de textura X","cc","11","","75","","composition.stripes.uvScaleX","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.uvScaleY","parte2-public-v1","Control público · Escala de textura Y","cc","11","","76","","composition.stripes.uvScaleY","control","range","-3","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.uvX","parte2-public-v1","Control público · Recorte X","cc","11","","77","","composition.stripes.uvX","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.uvY","parte2-public-v1","Control público · Recorte Y","cc","11","","78","","composition.stripes.uvY","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.videoBrightness","parte2-public-v1","Control público · Brillo de videos","cc","11","","79","","composition.stripes.videoBrightness","control","range","0","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.width","parte2-public-v1","Control público · Distribución horizontal","cc","11","","80","","composition.stripes.width","control","range","0.01","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.x","parte2-public-v1","Control público · Posición X","cc","11","","81","","composition.stripes.x","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.stripes.y","parte2-public-v1","Control público · Posición Y","cc","11","","82","","composition.stripes.y","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.view.mode","parte2-public-v1","Control público · Encuadre","cc","11","","83","","composition.view.mode","control","range","0","1","","CC / 127 → registry enum bins",""
"web.cc.composition.view.outputScaleX","parte2-public-v1","Control público · Escala de salida X","cc","11","","84","","composition.view.outputScaleX","control","range","0.1","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.view.outputScaleY","parte2-public-v1","Control público · Escala de salida Y","cc","11","","85","","composition.view.outputScaleY","control","range","0.1","3","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.view.outputX","parte2-public-v1","Control público · Salida X","cc","11","","86","","composition.view.outputX","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.view.outputY","parte2-public-v1","Control público · Salida Y","cc","11","","87","","composition.view.outputY","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.view.scaleX","parte2-public-v1","Control público · Escala de cámara X","cc","11","","88","","composition.view.scaleX","control","range","0.1","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.view.scaleY","parte2-public-v1","Control público · Escala de cámara Y","cc","11","","89","","composition.view.scaleY","control","range","0.1","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.view.x","parte2-public-v1","Control público · Cámara X","cc","11","","90","","composition.view.x","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.view.y","parte2-public-v1","Control público · Cámara Y","cc","11","","91","","composition.view.y","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.amount","parte2-public-v1","Control público · Intensidad","cc","11","","92","","composition.warp.amount","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.depth","parte2-public-v1","Control público · Profundidad","cc","11","","93","","composition.warp.depth","control","range","0","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.directionX","parte2-public-v1","Control público · Dirección X","cc","11","","94","","composition.warp.directionX","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.directionY","parte2-public-v1","Control público · Dirección Y","cc","11","","95","","composition.warp.directionY","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.enabled","parte2-public-v1","Control público · Deformación activa","cc","11","","96","","composition.warp.enabled","control","range","0","1","","CC >= 64",""
"web.cc.composition.warp.full","parte2-public-v1","Control público · Control sobre toda la imagen","cc","11","","97","","composition.warp.full","control","range","0","1","","CC >= 64",""
"web.cc.composition.warp.mask.0","parte2-public-v1","Control público · Máscara 1","cc","11","","98","","composition.warp.mask.0","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.mask.1","parte2-public-v1","Control público · Máscara 2","cc","11","","99","","composition.warp.mask.1","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.mask.2","parte2-public-v1","Control público · Máscara 3","cc","11","","100","","composition.warp.mask.2","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.mask.3","parte2-public-v1","Control público · Máscara 4","cc","11","","101","","composition.warp.mask.3","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.mask.4","parte2-public-v1","Control público · Máscara 5","cc","11","","102","","composition.warp.mask.4","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.mask.5","parte2-public-v1","Control público · Máscara 6","cc","11","","103","","composition.warp.mask.5","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.maskMode","parte2-public-v1","Control público · Distribución de máscara","cc","11","","104","","composition.warp.maskMode","control","range","0","1","","CC / 127 → registry enum bins",""
"web.cc.composition.warp.radius","parte2-public-v1","Control público · Radio","cc","11","","105","","composition.warp.radius","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.composition.warp.shape","parte2-public-v1","Control público · Forma","cc","11","","106","","composition.warp.shape","control","range","-2","2","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.events.kickWarp","parte2-public-v1","Control público · kickWarp","cc","11","","107","","events.kickWarp","control","range","0","1","","CC >= 64",""
"web.cc.events.snareHeld","parte2-public-v1","Control público · snareHeld","cc","11","","108","","events.snareHeld","control","range","0","1","","CC >= 64",""
"web.cc.final.attack","parte2-public-v1","Control público · Ataque tinta (s)","cc","11","","109","","final.attack","control","range","0.05","30","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.brightness","parte2-public-v1","Control público · Brillo de salida","cc","11","","110","","final.brightness","control","range","-4","4","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.button","parte2-public-v1","Control público · BOTON · feedback activo","cc","11","","111","","final.button","control","range","0","1","","CC >= 64",""
"web.cc.final.contrast","parte2-public-v1","Control público · Contraste pulsante · intensidad","cc","11","","112","","final.contrast","control","range","0","6","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.displaceAmount","parte2-public-v1","Control público · Desplazamiento principal","cc","11","","113","","final.displaceAmount","control","range","-1","1","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.flash","parte2-public-v1","Control público · Contraste pulsante","cc","11","","114","","final.flash","control","range","0","1","","CC >= 64",""
"web.cc.final.flashPeriod","parte2-public-v1","Control público · Contraste pulsante · período","cc","11","","115","","final.flashPeriod","control","range","0.03","5","","min + CC / 127 × (max − min); registry rounds integers",""
"web.cc.final.fx1","parte2-public-v1","Control público · FX1 · deriva X / anillo","cc","11","","116","","final.fx1","control","range","0","1","","min + CC / 127 × (max − min); registry rounds integers",""
